Date,Open,High,Low,Close,Adj Close,Volume
2018-02-22,1.630000,1.720000,1.620000,1.670000,1.670000,295200
2018-02-23,1.700000,1.750000,1.620000,1.710000,1.710000,606900
2018-02-26,1.740000,1.740000,1.660000,1.700000,1.700000,225000
2018-02-27,1.690000,1.690000,1.570000,1.590000,1.590000,194800
2018-02-28,1.590000,1.660000,1.550000,1.570000,1.570000,96600
2018-03-01,1.570000,1.620000,1.470000,1.560000,1.560000,143800
2018-03-02,1.520000,1.630000,1.520000,1.560000,1.560000,80300
2018-03-05,1.540000,1.620000,1.520000,1.570000,1.570000,75500
2018-03-06,1.570000,1.660000,1.560000,1.570000,1.570000,213500
2018-03-07,1.550000,1.610000,1.520000,1.600000,1.600000,53400
2018-03-08,1.620000,1.700000,1.590000,1.660000,1.660000,537700
2018-03-09,1.690000,1.700000,1.580000,1.620000,1.620000,143700
2018-03-12,1.620000,1.630000,1.580000,1.600000,1.600000,74400
2018-03-13,1.610000,1.650000,1.560000,1.560000,1.560000,70400
2018-03-14,1.560000,1.580000,1.510000,1.520000,1.520000,145800
2018-03-15,1.520000,1.570000,1.490000,1.500000,1.500000,100200
2018-03-16,1.500000,1.640000,1.480000,1.550000,1.550000,335400
2018-03-19,1.540000,1.560000,1.450000,1.470000,1.470000,118300
2018-03-20,1.480000,1.540000,1.460000,1.520000,1.520000,64300
2018-03-21,1.500000,1.660000,1.490000,1.540000,1.540000,144000
2018-03-22,1.520000,1.540000,1.470000,1.520000,1.520000,43600
2018-03-23,1.510000,1.540000,1.470000,1.490000,1.490000,15200
2018-03-26,1.530000,1.530000,1.460000,1.470000,1.470000,20900
2018-03-27,1.470000,1.520000,1.460000,1.520000,1.520000,99800
2018-03-28,1.510000,1.520000,1.390000,1.420000,1.420000,68600
2018-03-29,1.450000,1.480000,1.420000,1.420000,1.420000,24700
2018-04-02,1.420000,1.450000,1.380000,1.380000,1.380000,124500
2018-04-03,1.390000,1.420000,1.360000,1.360000,1.360000,93500
2018-04-04,1.350000,1.390000,1.350000,1.390000,1.390000,26400
2018-04-05,1.400000,1.420000,1.370000,1.370000,1.370000,109600
2018-04-06,1.410000,1.630000,1.400000,1.550000,1.550000,1519300
2018-04-09,1.560000,1.920000,1.530000,1.550000,1.550000,1561600
2018-04-10,1.570000,1.670000,1.520000,1.570000,1.570000,272500
2018-04-11,1.520000,1.600000,1.500000,1.530000,1.530000,96300
2018-04-12,1.540000,1.630000,1.540000,1.580000,1.580000,147700
2018-04-13,1.600000,1.610000,1.530000,1.550000,1.550000,109400
2018-04-16,1.580000,1.580000,1.530000,1.570000,1.570000,49200
2018-04-17,1.580000,1.640000,1.530000,1.550000,1.550000,112800
2018-04-18,1.570000,1.580000,1.550000,1.550000,1.550000,67200
2018-04-19,1.550000,1.550000,1.500000,1.540000,1.540000,78600
2018-04-20,1.530000,1.530000,1.460000,1.480000,1.480000,119500
2018-04-23,1.460000,1.580000,1.430000,1.440000,1.440000,89100
2018-04-24,1.470000,1.490000,1.400000,1.440000,1.440000,74900
2018-04-25,1.430000,1.430000,1.380000,1.390000,1.390000,93800
2018-04-26,1.400000,1.470000,1.400000,1.450000,1.450000,59100
2018-04-27,1.470000,1.490000,1.420000,1.420000,1.420000,19400
2018-04-30,1.430000,1.450000,1.400000,1.400000,1.400000,32500
2018-05-01,1.420000,1.430000,1.400000,1.430000,1.430000,18400
2018-05-02,1.430000,1.430000,1.400000,1.410000,1.410000,14100
2018-05-03,1.400000,1.490000,1.380000,1.450000,1.450000,189400
2018-05-04,1.450000,1.580000,1.380000,1.430000,1.430000,563200
2018-05-07,1.510000,1.510000,1.410000,1.500000,1.500000,186000
2018-05-08,1.490000,1.670000,1.450000,1.460000,1.460000,1989900
2018-05-09,1.460000,1.490000,1.440000,1.460000,1.460000,186000
2018-05-10,1.470000,1.470000,1.440000,1.440000,1.440000,118700
2018-05-11,1.440000,1.480000,1.430000,1.440000,1.440000,57100
2018-05-14,1.450000,1.450000,1.430000,1.430000,1.430000,55200
2018-05-15,1.430000,1.450000,1.410000,1.440000,1.440000,195900
2018-05-16,1.530000,1.720000,1.520000,1.580000,1.580000,1726200
2018-05-17,1.560000,1.640000,1.530000,1.590000,1.590000,194500
2018-05-18,1.610000,1.630000,1.560000,1.590000,1.590000,147200
2018-05-21,1.700000,1.800000,1.580000,1.660000,1.660000,1808200
2018-05-22,1.680000,1.680000,1.480000,1.560000,1.560000,497000
2018-05-23,1.550000,1.610000,1.520000,1.530000,1.530000,165900
2018-05-24,1.550000,1.580000,1.530000,1.560000,1.560000,117300
2018-05-25,1.600000,1.600000,1.540000,1.590000,1.590000,88700
2018-05-29,1.560000,1.570000,1.510000,1.510000,1.510000,105000
2018-05-30,1.520000,1.570000,1.510000,1.530000,1.530000,33900
2018-05-31,1.530000,1.550000,1.500000,1.530000,1.530000,83400
2018-06-01,1.530000,1.570000,1.510000,1.530000,1.530000,97800
2018-06-04,1.550000,1.550000,1.480000,1.510000,1.510000,185100
2018-06-05,1.520000,1.610000,1.510000,1.580000,1.580000,161800
2018-06-06,1.550000,1.570000,1.500000,1.530000,1.530000,54400
2018-06-07,1.560000,1.560000,1.530000,1.550000,1.550000,19500
2018-06-08,1.540000,1.590000,1.490000,1.520000,1.520000,309100
2018-06-11,1.530000,1.560000,1.500000,1.530000,1.530000,114300
2018-06-12,1.520000,1.540000,1.480000,1.510000,1.510000,81400
2018-06-13,1.500000,1.520000,1.470000,1.510000,1.510000,95600
2018-06-14,1.500000,1.520000,1.460000,1.480000,1.480000,78500
2018-06-15,1.480000,1.500000,1.470000,1.470000,1.470000,21300
2018-06-18,1.480000,1.490000,1.410000,1.460000,1.460000,70700
2018-06-19,1.430000,1.460000,1.420000,1.420000,1.420000,59000
2018-06-20,1.440000,2.740000,1.420000,2.200000,2.200000,8825800
2018-06-21,2.000000,2.070000,1.710000,1.720000,1.720000,1537500
2018-06-22,1.730000,1.830000,1.700000,1.720000,1.720000,354700
2018-06-25,1.720000,1.720000,1.580000,1.640000,1.640000,218500
2018-06-26,1.640000,1.700000,1.560000,1.630000,1.630000,109900
2018-06-27,1.620000,1.660000,1.610000,1.610000,1.610000,47600
2018-06-28,1.600000,1.770000,1.590000,1.680000,1.680000,231200
2018-06-29,1.700000,1.730000,1.590000,1.620000,1.620000,300400
2018-07-02,1.620000,1.690000,1.600000,1.660000,1.660000,155300
2018-07-03,1.680000,1.690000,1.650000,1.660000,1.660000,61900
2018-07-05,1.670000,1.720000,1.630000,1.680000,1.680000,199300
2018-07-06,1.680000,1.790000,1.680000,1.720000,1.720000,231000
2018-07-09,1.800000,1.840000,1.740000,1.770000,1.770000,274400
2018-07-10,1.790000,1.870000,1.760000,1.810000,1.810000,141500
2018-07-11,1.810000,1.850000,1.760000,1.780000,1.780000,97900
2018-07-12,1.780000,1.820000,1.760000,1.780000,1.780000,41600
2018-07-13,1.780000,1.790000,1.770000,1.770000,1.770000,23600
2018-07-16,1.770000,1.810000,1.750000,1.750000,1.750000,95600
2018-07-17,1.760000,1.790000,1.710000,1.730000,1.730000,132700
2018-07-18,1.730000,1.780000,1.710000,1.740000,1.740000,72500
2018-07-19,1.770000,1.840000,1.720000,1.760000,1.760000,181400
2018-07-20,1.790000,1.840000,1.760000,1.830000,1.830000,61000
2018-07-23,1.900000,1.980000,1.830000,1.900000,1.900000,296000
2018-07-24,2.000000,2.000000,1.890000,1.900000,1.900000,124300
2018-07-25,1.910000,1.960000,1.900000,1.940000,1.940000,83600
2018-07-26,1.950000,1.960000,1.880000,1.950000,1.950000,92200
2018-07-27,1.950000,2.250000,1.910000,2.100000,2.100000,889400
2018-07-30,2.300000,2.300000,1.810000,1.840000,1.840000,699700
2018-07-31,1.830000,1.860000,1.710000,1.720000,1.720000,197300
2018-08-01,1.720000,1.840000,1.710000,1.760000,1.760000,110300
2018-08-02,1.760000,1.770000,1.720000,1.770000,1.770000,57100
2018-08-03,1.780000,1.790000,1.750000,1.760000,1.760000,18700
2018-08-06,1.760000,1.780000,1.690000,1.700000,1.700000,119900
2018-08-07,1.690000,1.720000,1.600000,1.690000,1.690000,167400
2018-08-08,1.680000,1.690000,1.630000,1.650000,1.650000,63900
2018-08-09,1.660000,1.710000,1.650000,1.710000,1.710000,33600
2018-08-10,1.710000,1.740000,1.680000,1.680000,1.680000,38800
2018-08-13,1.690000,1.740000,1.680000,1.680000,1.680000,48300
2018-08-14,1.700000,1.720000,1.660000,1.710000,1.710000,76600
2018-08-15,1.600000,1.610000,1.430000,1.500000,1.500000,335200
2018-08-16,1.570000,1.570000,1.440000,1.480000,1.480000,93700
2018-08-17,1.440000,1.460000,1.420000,1.450000,1.450000,100500
2018-08-20,1.420000,1.530000,1.420000,1.470000,1.470000,59400
2018-08-21,1.490000,1.530000,1.470000,1.500000,1.500000,65400
2018-08-22,1.500000,1.640000,1.500000,1.610000,1.610000,580300
2018-08-23,1.630000,1.730000,1.520000,1.520000,1.520000,287000
2018-08-24,1.560000,1.600000,1.470000,1.530000,1.530000,225600
2018-08-27,1.530000,1.550000,1.480000,1.480000,1.480000,105700
2018-08-28,1.520000,1.520000,1.480000,1.490000,1.490000,75500
2018-08-29,1.500000,1.510000,1.450000,1.470000,1.470000,99200
2018-08-30,1.470000,1.480000,1.430000,1.450000,1.450000,90300
2018-08-31,1.460000,1.560000,1.450000,1.540000,1.540000,355100
2018-09-04,1.510000,1.620000,1.440000,1.550000,1.550000,592800
2018-09-05,1.530000,1.570000,1.470000,1.500000,1.500000,130100
2018-09-06,1.500000,1.530000,1.500000,1.510000,1.510000,63500
2018-09-07,1.500000,1.520000,1.450000,1.510000,1.510000,86800
2018-09-10,1.510000,1.520000,1.450000,1.450000,1.450000,37100
2018-09-11,1.450000,1.510000,1.450000,1.460000,1.460000,63000
2018-09-12,1.500000,1.540000,1.500000,1.540000,1.540000,104000
2018-09-13,1.550000,1.550000,1.500000,1.520000,1.520000,40800
2018-09-14,1.500000,1.630000,1.500000,1.520000,1.520000,174200
2018-09-17,1.550000,1.650000,1.460000,1.570000,1.570000,103500
2018-09-18,1.500000,1.550000,1.490000,1.500000,1.500000,62300
2018-09-19,1.480000,1.550000,1.480000,1.510000,1.510000,33000
2018-09-20,1.520000,1.570000,1.520000,1.550000,1.550000,67600
2018-09-21,1.560000,1.660000,1.530000,1.610000,1.610000,428300
2018-09-24,1.610000,1.610000,1.520000,1.550000,1.550000,69300
2018-09-25,1.540000,1.560000,1.520000,1.550000,1.550000,31900
2018-09-26,1.560000,1.560000,1.530000,1.560000,1.560000,44200
2018-09-27,1.550000,1.550000,1.510000,1.510000,1.510000,73200
2018-09-28,1.510000,1.540000,1.510000,1.530000,1.530000,42100
2018-10-01,1.560000,1.560000,1.520000,1.550000,1.550000,32100
2018-10-02,1.550000,1.590000,1.520000,1.560000,1.560000,55700
2018-10-03,1.570000,1.570000,1.530000,1.570000,1.570000,20500
2018-10-04,1.540000,1.570000,1.510000,1.510000,1.510000,18100
2018-10-05,1.510000,1.530000,1.500000,1.530000,1.530000,17300
2018-10-08,1.510000,1.530000,1.500000,1.510000,1.510000,11000
2018-10-09,1.500000,1.540000,1.460000,1.500000,1.500000,36000
2018-10-10,1.490000,1.510000,1.460000,1.480000,1.480000,39900
2018-10-11,1.480000,1.540000,1.470000,1.540000,1.540000,37800
2018-10-12,1.540000,1.540000,1.450000,1.450000,1.450000,21400
2018-10-15,1.490000,1.500000,1.450000,1.490000,1.490000,11900
2018-10-16,1.490000,1.550000,1.460000,1.490000,1.490000,52400
2018-10-17,1.500000,1.520000,1.490000,1.510000,1.510000,27000
2018-10-18,1.500000,1.520000,1.460000,1.500000,1.500000,27000
2018-10-19,1.500000,1.500000,1.460000,1.470000,1.470000,25500
2018-10-22,1.540000,1.560000,1.480000,1.550000,1.550000,77800
2018-10-23,1.530000,1.530000,1.480000,1.500000,1.500000,29400
2018-10-24,1.510000,1.510000,1.470000,1.480000,1.480000,31100
2018-10-25,1.500000,1.510000,1.410000,1.490000,1.490000,49200
2018-10-26,1.490000,1.540000,1.480000,1.530000,1.530000,24000
2018-10-29,1.520000,1.520000,1.450000,1.450000,1.450000,24400
2018-10-30,1.460000,1.470000,1.430000,1.470000,1.470000,36600
2018-10-31,1.490000,1.500000,1.460000,1.460000,1.460000,16200
2018-11-01,1.510000,1.510000,1.470000,1.500000,1.500000,44500
2018-11-02,1.520000,1.520000,1.470000,1.470000,1.470000,22000
2018-11-05,1.460000,1.500000,1.450000,1.480000,1.480000,9300
2018-11-06,1.500000,1.500000,1.460000,1.480000,1.480000,5800
2018-11-07,1.500000,1.500000,1.470000,1.490000,1.490000,40900
2018-11-08,1.500000,1.570000,1.480000,1.510000,1.510000,196300
2018-11-09,1.520000,1.560000,1.460000,1.530000,1.530000,40600
2018-11-12,1.500000,1.500000,1.440000,1.440000,1.440000,20100
2018-11-13,1.460000,1.480000,1.390000,1.480000,1.480000,59300
2018-11-14,1.450000,1.450000,1.380000,1.410000,1.410000,47200
2018-11-15,1.390000,1.430000,1.380000,1.380000,1.380000,19300
2018-11-16,1.370000,1.390000,1.330000,1.360000,1.360000,60300
2018-11-19,1.340000,1.410000,1.340000,1.350000,1.350000,25200
2018-11-20,1.360000,1.390000,1.330000,1.390000,1.390000,10800
2018-11-21,1.370000,1.390000,1.350000,1.350000,1.350000,7400
2018-11-23,1.350000,1.390000,1.330000,1.390000,1.390000,20300
2018-11-26,1.390000,1.410000,1.360000,1.400000,1.400000,22100
2018-11-27,1.370000,1.400000,1.310000,1.320000,1.320000,64800
2018-11-28,1.320000,1.390000,1.320000,1.390000,1.390000,19900
2018-11-29,1.370000,1.400000,1.300000,1.380000,1.380000,29800
2018-11-30,1.360000,1.390000,1.330000,1.340000,1.340000,20000
2018-12-03,1.370000,1.450000,1.340000,1.440000,1.440000,94000
2018-12-04,1.440000,1.440000,1.380000,1.380000,1.380000,136300
2018-12-06,1.350000,1.430000,1.350000,1.360000,1.360000,15700
2018-12-07,1.420000,1.430000,1.360000,1.420000,1.420000,23500
2018-12-10,1.430000,1.430000,1.340000,1.380000,1.380000,17100
2018-12-11,1.410000,1.430000,1.380000,1.430000,1.430000,22300
2018-12-12,1.440000,1.440000,1.380000,1.410000,1.410000,45000
2018-12-13,1.420000,1.440000,1.400000,1.410000,1.410000,23600
2018-12-14,1.420000,1.430000,1.380000,1.410000,1.410000,26300
2018-12-17,1.420000,1.480000,1.390000,1.410000,1.410000,49100
2018-12-18,1.440000,1.440000,1.390000,1.410000,1.410000,14000
2018-12-19,1.400000,1.430000,1.350000,1.400000,1.400000,48600
2018-12-20,1.400000,1.400000,1.320000,1.350000,1.350000,58300
2018-12-21,1.350000,1.380000,1.200000,1.200000,1.200000,73700
2018-12-24,1.200000,1.300000,1.200000,1.300000,1.300000,37100
2018-12-26,1.290000,1.290000,1.230000,1.240000,1.240000,47100
2018-12-27,1.230000,1.290000,1.230000,1.260000,1.260000,26400
2018-12-28,1.300000,1.300000,1.250000,1.290000,1.290000,22000
2018-12-31,1.290000,1.330000,1.260000,1.300000,1.300000,21800
2019-01-02,1.270000,1.340000,1.260000,1.340000,1.340000,10300
2019-01-03,1.340000,1.340000,1.300000,1.300000,1.300000,9700
2019-01-04,1.320000,1.390000,1.300000,1.340000,1.340000,9800
2019-01-07,1.330000,1.400000,1.290000,1.350000,1.350000,22200
2019-01-08,1.370000,1.380000,1.320000,1.340000,1.340000,15800
2019-01-09,1.370000,1.440000,1.370000,1.400000,1.400000,23300
2019-01-10,1.380000,1.420000,1.340000,1.420000,1.420000,17600
2019-01-11,1.400000,1.440000,1.400000,1.430000,1.430000,73300
2019-01-14,1.470000,1.490000,1.450000,1.460000,1.460000,63900
2019-01-15,1.490000,1.490000,1.430000,1.470000,1.470000,60400
2019-01-16,1.470000,1.470000,1.440000,1.470000,1.470000,53500
2019-01-17,1.430000,1.470000,1.430000,1.430000,1.430000,30000
2019-01-18,1.460000,1.460000,1.410000,1.450000,1.450000,35500
2019-01-22,1.450000,1.480000,1.420000,1.440000,1.440000,26100
2019-01-23,1.450000,1.460000,1.410000,1.460000,1.460000,15100
2019-01-24,1.450000,1.450000,1.410000,1.410000,1.410000,8700
2019-01-25,1.470000,1.470000,1.420000,1.460000,1.460000,22600
2019-01-28,1.480000,1.490000,1.430000,1.490000,1.490000,19200
2019-01-29,1.480000,1.480000,1.430000,1.440000,1.440000,12100
2019-01-30,1.460000,1.470000,1.430000,1.430000,1.430000,17400
2019-01-31,1.440000,1.460000,1.440000,1.460000,1.460000,7300
2019-02-01,1.460000,1.500000,1.460000,1.500000,1.500000,13900
2019-02-04,1.510000,1.520000,1.450000,1.520000,1.520000,66700
2019-02-05,1.530000,1.610000,1.510000,1.540000,1.540000,98900
2019-02-06,1.570000,1.600000,1.530000,1.600000,1.600000,32800
2019-02-07,1.580000,1.590000,1.530000,1.580000,1.580000,15800
2019-02-08,1.550000,1.580000,1.550000,1.550000,1.550000,29400
2019-02-11,1.570000,1.590000,1.550000,1.550000,1.550000,10700
2019-02-12,1.560000,1.670000,1.550000,1.600000,1.600000,247500
2019-02-13,1.660000,1.660000,1.550000,1.640000,1.640000,53500
2019-02-14,1.690000,1.690000,1.620000,1.670000,1.670000,40100
2019-02-15,1.650000,1.670000,1.570000,1.610000,1.610000,49800
2019-02-19,1.640000,1.640000,1.600000,1.630000,1.630000,21800
2019-02-20,1.630000,1.700000,1.600000,1.640000,1.640000,20900
2019-02-21,1.620000,1.670000,1.570000,1.620000,1.620000,25200
2019-02-22,1.660000,1.680000,1.640000,1.670000,1.670000,19800
2019-02-25,1.670000,1.700000,1.660000,1.680000,1.680000,13300
2019-02-26,1.660000,1.680000,1.650000,1.650000,1.650000,6900
2019-02-27,1.660000,1.680000,1.620000,1.640000,1.640000,10700
2019-02-28,1.620000,1.680000,1.600000,1.600000,1.600000,11300
2019-03-01,1.630000,1.640000,1.620000,1.620000,1.620000,3600
2019-03-04,1.650000,1.650000,1.610000,1.650000,1.650000,16700
2019-03-05,1.650000,1.680000,1.620000,1.650000,1.650000,31900
2019-03-06,1.630000,1.690000,1.630000,1.680000,1.680000,43700
2019-03-07,1.640000,1.680000,1.620000,1.620000,1.620000,16600
2019-03-08,1.620000,1.670000,1.570000,1.570000,1.570000,45500
2019-03-11,1.560000,1.600000,1.550000,1.570000,1.570000,25100
2019-03-12,1.550000,1.590000,1.540000,1.550000,1.550000,12500
2019-03-13,1.550000,1.600000,1.550000,1.550000,1.550000,23900
2019-03-14,1.540000,1.610000,1.520000,1.520000,1.520000,16700
2019-03-15,1.520000,1.550000,1.500000,1.500000,1.500000,11000
2019-03-18,1.500000,1.570000,1.500000,1.540000,1.540000,21200
2019-03-19,1.530000,1.600000,1.510000,1.510000,1.510000,29600
2019-03-20,1.530000,1.580000,1.500000,1.520000,1.520000,21700
2019-03-21,1.530000,1.530000,1.510000,1.510000,1.510000,13600
2019-03-22,1.510000,1.530000,1.510000,1.530000,1.530000,17700
2019-03-25,1.520000,1.540000,1.450000,1.480000,1.480000,36400
2019-03-26,1.460000,1.510000,1.460000,1.460000,1.460000,12600
2019-03-27,1.470000,1.510000,1.460000,1.510000,1.510000,14300
2019-03-28,1.500000,1.510000,1.470000,1.480000,1.480000,8100
2019-03-29,1.480000,1.520000,1.470000,1.480000,1.480000,7000
2019-04-01,1.470000,1.530000,1.460000,1.480000,1.480000,27900
2019-04-02,1.460000,1.520000,1.460000,1.520000,1.520000,4300
2019-04-03,1.540000,1.570000,1.510000,1.550000,1.550000,17500
2019-04-04,1.560000,1.560000,1.490000,1.520000,1.520000,12800
2019-04-05,1.530000,1.560000,1.490000,1.490000,1.490000,13400
2019-04-08,1.480000,1.550000,1.480000,1.510000,1.510000,9400
2019-04-09,1.500000,1.550000,1.500000,1.510000,1.510000,9000
2019-04-10,1.530000,1.570000,1.510000,1.510000,1.510000,22400
2019-04-11,1.490000,1.580000,1.490000,1.520000,1.520000,14500
2019-04-12,1.520000,1.600000,1.520000,1.580000,1.580000,3500
2019-04-15,1.590000,1.630000,1.510000,1.530000,1.530000,18600
2019-04-16,1.540000,1.620000,1.540000,1.600000,1.600000,6100
2019-04-17,1.600000,1.610000,1.560000,1.570000,1.570000,8400
2019-04-18,1.600000,1.600000,1.570000,1.590000,1.590000,4500
2019-04-22,1.600000,1.600000,1.540000,1.560000,1.560000,17500
2019-04-23,1.580000,1.580000,1.520000,1.530000,1.530000,6900
2019-04-24,1.530000,1.580000,1.470000,1.500000,1.500000,40400
2019-04-25,1.480000,1.530000,1.480000,1.510000,1.510000,27800
2019-04-26,1.530000,1.550000,1.460000,1.480000,1.480000,29600
2019-04-29,1.480000,1.530000,1.480000,1.520000,1.520000,16400
2019-04-30,1.520000,1.540000,1.470000,1.490000,1.490000,11300
2019-05-01,1.500000,1.510000,1.480000,1.490000,1.490000,9400
2019-05-02,1.480000,1.500000,1.470000,1.500000,1.500000,9600
2019-05-03,1.470000,1.520000,1.470000,1.480000,1.480000,2000
2019-05-06,1.500000,1.550000,1.470000,1.470000,1.470000,28000
2019-05-07,1.480000,1.550000,1.480000,1.510000,1.510000,18700
2019-05-08,1.520000,1.550000,1.500000,1.550000,1.550000,13900
2019-05-09,1.500000,1.520000,1.400000,1.500000,1.500000,66500
2019-05-10,1.490000,1.490000,1.440000,1.480000,1.480000,13200
2019-05-13,1.450000,1.450000,1.420000,1.450000,1.450000,8900
2019-05-14,1.480000,1.480000,1.430000,1.440000,1.440000,8100
2019-05-15,1.450000,1.450000,1.430000,1.440000,1.440000,4900
2019-05-16,1.360000,1.430000,1.360000,1.400000,1.400000,38500
2019-05-17,1.380000,1.390000,1.380000,1.380000,1.380000,5800
2019-05-20,1.380000,1.390000,1.370000,1.380000,1.380000,17100
2019-05-21,1.370000,1.380000,1.340000,1.360000,1.360000,18800
2019-05-22,1.340000,1.350000,1.300000,1.310000,1.310000,9000
2019-05-23,1.310000,1.330000,1.310000,1.310000,1.310000,6500
2019-05-24,1.310000,1.330000,1.310000,1.320000,1.320000,1200
2019-05-28,1.320000,1.340000,1.310000,1.330000,1.330000,10100
2019-05-29,1.330000,1.340000,1.300000,1.340000,1.340000,2700
2019-05-30,1.330000,1.330000,1.300000,1.300000,1.300000,12200
2019-05-31,1.300000,1.310000,1.250000,1.270000,1.270000,54200
2019-06-03,1.270000,1.290000,1.230000,1.230000,1.230000,58100
2019-06-04,1.220000,1.320000,1.200000,1.230000,1.230000,87900
2019-06-05,1.220000,1.310000,1.220000,1.260000,1.260000,24900
2019-06-06,1.240000,1.270000,1.210000,1.210000,1.210000,14800
2019-06-07,1.230000,1.290000,1.230000,1.290000,1.290000,12300
2019-06-10,1.280000,1.300000,1.230000,1.230000,1.230000,8900
